rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, soc_sec_id
rec-1546-dup-0, sam, webb, 17, bacchus circuit, lakewood estate, dianella, 3724, nsw, 19970913, 7194532
rec-1632-org, sam, stephenson, 432, geeves court, mossburn, logan reserve, 4160, qld, 19300207, 7577085
rec-1040-dup-1, matilda, mestrv, 5, house circuit, retirement village, taringa, 3802, qld, 19801119, 2563135
rec-919-dup-1, graec, masonx, 44, henty street, , port macquarie, 2370, tas, 19200330, 6370721
rec-1824-org, nathan, coffey, 187, chipperfield circuit, larnach, jan juc, 4152, sa, 19661029, 6450962
rec-639-dup-1, emmet, george, , curtin shoping centre, palm lake rseort, newington, 4860, wa, 19860896, 4029448
rec-371-dup-1, melinda, walch, 433, rene street, cresde n 12182, toowong, 2549, vic, 19220419, 4495651
rec-260-dup-0, robin, morrison, 14, markham street, balmai n ncove, broadmeadows, 6169, vic, 19250124, 8539119
rec-1111-dup-4, jasmine, sach, 1, goble street, renown, gawler qest, 2031, nsw, 19791109, 2530372
rec-1227-dup-0, kira, blowexs, 4, goyder street, bellfield, davistown, 2166, sa, 19890603, 1610583
rec-1707-org, , gillard, 62, matina street, sun city resort, ascot park, 4107, wa, 19760203, 9419843
rec-1298-dup-1, tenille, swiggs, 150, verbruggh en street, gallagher hse, artarmon, 7300, qld, 19730510, 6436926
rec-161-dup-2, blake, thiessen, 16, kilburn close, , surfers paradise, 2576, nsw, 19210321, 9632907
rec-1220-dup-1, shana, kowald, 9, dookie street, locn24, port mdcquarie, 2586, sa, 19200305, 2522502
rec-716-org, kira, terend, 24, barada crescent, , dulwich hill, 2529, nsw, 19250222, 3054502
rec-985-dup-3, felicity, pulford, 3, federalhighway, argyle, charlestown, 4125, qld, 19860610, 2661643
rec-56-dup-0, marco, maleszka, 6, genoa vstreet, winrae, yangebup, 2251, vic, 19391223, 9915886
rec-582-dup-4, lauren, crwea, 18, sit 9, city walk, athol park, 3081, vic, 19960613, 1646449
rec-1646-dup-2, futcher, grace, 7, burt steret, clear creek, mentone, 6023, nsw, 19361127, 2332344
rec-1588-org, blade, crossman, 53, rocklands street, hazelwood garden, highton, 3996, vic, 19490414, 4302040
rec-954-dup-3, jack, mcgurk, 33, marrawah rtreet, , pullenvale, 3462, nsw, 19940814, 7084883
rec-959-dup-0, brooke, wylie, 40, rumker place, , woodrcoft, 4655, nsw, 19700409, 4282147
rec-278-dup-3, sidonie, ebert, 24, garrattjstreet, braeburn, aspley, 2024, vic, 19710327, 2510937
rec-1218-dup-0, kathledn, povez, 55, ashburner street, rsde6 68, revesby, 2902, nsw, 19710923, 9885750
rec-968-dup-0, ryan, matthews, 66, leist stfreet, , torquay, 3549, wa, 19330505, 6234085
rec-1424-org, hannah, carbone, 7, officer crescent, wellshot, blackmans bay, 2227, vic, 19090326, 1948811
rec-1940-dup-3, leslie, emiily, 37, tamar arcade, medley street, athelnstone, 4380, sa, 19900328, 5816513
rec-555-org, samuel, shepherd, 5, nichols street, yarramac, moranbah, 2659, qld, , 7108333
rec-1523-dup-0, james, ryan, , alston street, myliton, lake acthie, 4461, wa, 19620419, 2349088
rec-278-dup-2, helena, ebert, 2, garratt street, braeburn, aspley, 2024, vic, 19710327, 2510937
rec-1621-dup-2, kyle, minards, 34, beetaloo street, old post office, downer, 3996, wa, 19180430, 9745200
rec-635-dup-2, jecob, stoneman, 53, balsillie crescent, emucale, bilbul, 4226, wa, 19920924, 1597681
rec-255-dup-2, zachary, hudd, 3, spofforthstreet, oakleaves, kogarah, 2016, qld, 19810305, 5024676
rec-812-org, jacob, tromp, 19, jansz crescent, , palmerston, 2528, vic, 19900225, 4952852
rec-66-org, max, morrison, 30, yanda street, arlington, moonta, 2024, qld, 19810825, 6404764
rec-624-dup-3, dansiel, jardine, 16, lanle y square, , bargdra, 2580, act, 19331130, 1885743
rec-1773-dup-0, benjamin, etherington, 92, westbury circuit, mallaby, apple tree creek, 5045, nsw, , 1615398
rec-1694-org, michael, wuchatsch, 66, meehan garden, medical centre, dianella, 4700, wa, 19190110, 1614304
rec-707-org, amelia, struck, 29, winser crescent, pangani, coffs harbour, 2250, vic, 19640311, 7848066
rec-1080-dup-0, lachlan, butr, , follett street, , corowa, 4605, nsw, 19220712, 1863874
rec-232-org, jamie, maynard, 7, sexton street, princetown cottage, yangebup, 3025, nsw, 19870814, 9170338
rec-720-org, wil, vincent, 2, slessor crescent, tulliallan, mount isa, 2067, nsw, 19570306, 7747820
rec-1855-dup-1, thomas, simmonds, 17, lyall cerscent, , berrimah, 3163, nsw, 19590127, 2772828
rec-37-dup-2, olivia, artis, 12, marcus clarke street, lake raod, mill park, 3173, nsw, 19190302, 2211444
rec-943-dup-2, william, dowley, 8, terewahcircuit, bringamlong, poolaijelo, 4108, sa, 19100915, 7001131
rec-801-org, briony, dunstone, 42, badham street, attunga orchard, macquarie fields, 3190, wa, 19340729, 7461019
rec-199-dup-0, joshua, morrison, 22, santalun street, sec 202, kyabram, 5044, sa, 19901109, 7276151
rec-309-org, joe, passmore, 20, sullivan crescent, homestead caravn park, mullewa, 2502, nsw, 19680729, 1825863
rec-1674-dup-0, zoed, gajda, 35, eddisonplace, roser ook, concrod, 6058, nsw, 19600515, 2599162
rec-176-dup-3, rosie, quilliam, 45, mcculloch street, brackenvgrae, hurstbridge, 5107, sa, 19991207, 5083417
rec-1004-dup-0, tayla, green, 41, kambalda crescent, ambervale, bonville, 2905, vic, 19310715, 2230673
rec-615-dup-2, jayden, glass, 135, , sec 22, frankston, 6210, qld, 19640219, 6764035
rec-1379-dup-0, oliver, salt, 25, mcmillanprescent, , coffs harbour, 7310, qld, 19311218, 7369494
rec-12-dup-0, barnayb, reid, 51, lakes retkremeent estate, hurley street, kempsey, 5162, vic, 19981021, 5752601
rec-1602-org, stephanie, white, 7, tambo street, dunfield park, eight mile plains, 3751, nsw, 19460625, 9261342
rec-1758-dup-1, joshua, green, 1, hawkesbury crescent, loughmre, penols, 6020, qld, 19010219, 2855631
rec-700-dup-0, white, christian, , boolee setreet, noss, , 4352, nsw, 19491125, 2992541
rec-904-dup-3, flyn, cresp, , nambucca street, , sandy bay, 2768, vic, 19761117, 4839140
rec-236-dup-0, jack, bridgland, 226, callistercrescent, paradiselake resort, lindfield, 5073, nsw, 19930210, 1346125
rec-1114-org, dante, campbell, 153, scantlebury crescent, , rochester, 3011, sa, 19570319, 7815398
rec-1994-org, aidan, belperio, 4, charlton crescent, openshaw, st clair, 4508, nsw, 19720503, 1268692
rec-1890-dup-0, hilton, talia, 11, rosellastreet, , camperdown, 3752, vic, 19201213, 9206639
rec-567-dup-1, isabella, browne, 57, fincham cerscent, wilga, thebarton, 2642, nsw, 19210914, 2401777
rec-426-dup-2, annabelle, weerta, 4, firbank close, fronda, riverhills, 2025, sa, 19490420, 4285598
rec-992-dup-0, casey, dent, 71, lubuma place, tressing fields, st ives, 5171, vic, 19210430, 8293083
rec-114-org, lachlan, everett, 26, owen dixon drive, lansdowne, yarrawonga, 5290, nsw, 19260926, 3722526
rec-293-dup-0, samuel, voivodich, 426, manton place, brentwo od vlge, buddina, 4218, nt, 19820724, 2733496
rec-302-dup-0, amber, wite, 31, moodie street, degadelga, eaton, 2042, nsw, 19120819, 2839026
rec-35-dup-2, chloe, arneik, 113, nelson place, blue hills, belmont, 4883, sa, 19000803, 4389592
rec-1904-dup-2, cameron, bishop, 4, chillago e street, edith hall, numeralla, 6152, sa, 19290325, 8928429
rec-259-org, paris, rudd, 270, la perouse street, yellow dam, mirboo north, 2452, wa, 19471029, 7004314
rec-1279-org, jordan, white, 310, yerra court, , leichhardt, 2155, wa, 19371126, 3380323
rec-631-org, marcus, reid, 290, geils court, cambri vlge, naremburn, 6020, nsw, 19400624, 3592731
rec-1286-dup-2, benjamin, wbeb, 10, giliruk drescent, cherry court, balwyn north, 3622, nsw, 19860415, 1396032
rec-511-dup-1, ashlie, mason, 3, sinclair street, young retirement village, flagstaff hill, 3201, nsw, 19540731, 4277141
rec-216-dup-3, keeley, felmingham, 32, angliss place, cranbrnook, annandale, 2640, nsw, 19860811, 5148092
rec-1035-dup-1, jaiden, rollins, 95, rossarden street, tulgewyood, balwyn north, 2224, nt, 19280722, 7626396
rec-1421-org, thomas, milburn, 12, sheehy street, witsend, kilcoy, 6153, sa, 19080629, 6861021
rec-1081-dup-0, jordan, vaile, 12, postle circuit, rosewynne, mansfield, 4152, qld, 19250617, 7672358
rec-296-org, emiily, richmond, 135, kalgoorlie crescent, peppertree, lilydale, 3031, nsw, 19590607, 5444497
rec-91-dup-2, emiily, croker, 15, castletonc rescent, montrose, como, 4214, nsw, 19461118, 6056886
rec-1275-dup-0, aalijah, huddy, 60, currong street, chactro, wellingtn point, 2232, sa, 19960324, 1091178
rec-1584-dup-1, patrick, dargaville, 18, rosdeale, ceruttycrescent, st lucia, 3364, , 19770925, 5982994
rec-1883-dup-3, jonai, nguyen, 8, dalley crescent, the palms village, kingaroy, 2607, nsw, 19591019, 9550940
rec-1668-dup-3, emmerson, lock, 5, gordal e, burnie syreet, thursday island, 3147, vic, 19211129, 3901477
rec-799-dup-2, sophie, nicolle, 112, garling street, spring creek, kotar a, 4740, nt, 19111001, 7492384
rec-1123-org, oliver, pennell, 25, hardman street, t int-sect garden, cranbourne, 2830, nsw, 19880825, 9401054
rec-1670-dup-4, novak, benjamni, 39, port jackson circuit, sherw ood, dapot, 6163, nt, 19010630, 6037504
rec-1379-org, oliver, salt, 25, mcmillan crescent, halls of residence monash university, coffs harbour, 7310, qld, 19311218, 7369494
rec-968-org, ryan, matthews, 66, leist street, clarence chambers, torquay, 3549, wa, 19330505, 6234085
rec-1918-dup-2, christopher, coleman, , fisk street, shopping centre, north ryde, 2710, sa, 19940821, 7652642
rec-1761-dup-0, joe, hammer, 15, amble side garden, wynn place, burnett heads, 2200, qld, 19420902, 4437138
rec-801-dup-2, briony, dunst ohe, 42, badham street, attunga orchard, macquarie fields, 3190, wa, 19340729, 7461019
rec-623-org, callum, camens, 35, latchford street, northwest medical centre, cloverdale, 2481, tas, 19810925, 5181189
rec-848-org, phoebe, berryman, 25, badimara street, garden est, toronto, 3146, qld, 19241130, 3676248
rec-1251-org, chloe, crossman, 73, shenton crescent, sec 209 clifton farm, south melbourne, 2324, vic, 19680424, 5536009
rec-116-org, carly, hage, 67, tasmania circle, palm lake resort, queenscliff, 2121, wa, 19710623, 3938642
rec-531-dup-0, william, tettmar, 7, horrocks street, leveritt park, baskerville, 3781, qld, 19610318, 7560544
rec-547-org, thomas, pegg, 6, bath place, fourways, irwin, 3931, nsw, 19980508, 2265577
rec-1784-org, matthew, humphreys, 25, adamson crescent, villa 2, mannum, 3942, nsw, 19770818, 9283013
rec-785-dup-1, callu, jankus, 132, mcgivern cfescent, wyncliffe, sylavnia, 3187, nsw, 19930925, 5175345
rec-861-org, natasha, rizzo, 10, aspinall street, locn 105, stanhope gardens, 2770, vic, 19950211, 3892183
rec-1520-org, jack, morcom, 12, schomburgk street, warrumbungle, villawood, 3018, tas, 19800912, 9689848
rec-1072-dup-0, samuel, coleman, 60, backhouse street, barwhalla, quorn, 3147, nsw, 19541004, 8477487
rec-440-org, connor, kang, 4, castles place, glennhill, dunsborough, 3228, vic, 19630915, 6049682
rec-1894-dup-1, liam, shobdn, , sheehy street, part set 231, kardiya, 3182, qld, 19220917, 4177703
rec-103-org, briony, koerbin, 146, violet grover place, wybelanah, mill park, 2446, nsw, 19210210, 3808808
rec-1718-dup-0, georgia, ryan, 38, cullen street, balmoral garden, emu plains, 4068, nsw, 19401127, 9581805
rec-1155-dup-2, chelsea, colquhoun, 22, tillyard drive, rowethorpe, noarlunga downs, 2800, nsw, 19690220, 4088606
rec-1285-org, jordan, fostiak, 101, dutton street, munmurra park, lower templestowe, 2298, vic, 19800425, 6808199
rec-914-org, joshua, shepherdson, 32, tenison-woods circuit, boronia lodge, glen innes, 5211, qld, 19100930, 8400597
rec-802-org, jesse, bloomfield, 12, allambee street, grandview, mitcham, 5290, nsw, 19150202, 6350104
rec-398-org, thomas, reid, 98, booroondara street, locn 1025, pampas, 2086, qld, 19570305, 8218296
rec-1782-dup-2, ameila, blake, , halfrey circuit, , shoalhaven heads, 6162, sa, 19880506, 4642758
rec-29-dup-0, aidan, horsley, , rosenthal street, wattle brae, irvingdale, 3082, vic, 19161004, 9900834
rec-276-org, tabitha, boschma, 1927, osborne place, port 124, taren point, 3205, vic, 19450311, 9358031
rec-326-org, jack, kubenk, 36, dryandra street, ravensfield, mclaren vale, 2106, vic, 19860307, 8987466
rec-1302-dup-0, graec, szocinski, 16, neeld alce, treasalee, wyoming, 3501, wa, 19670723, 9584513
rec-498-dup-0, jasmne, hodgeens, 399, burttcrescent, yammacoona, maryborough, 6006, qld, 19970618, 8417307
rec-1648-org, bailee, dent, 58, maddock place, jingara, nowra, 4171, qld, 19950112, 4080299
rec-532-dup-2, , rundle, 5, beaumont c lose, , coonabavrabran, 4020, vic, 19640105, 8384590
rec-190-dup-1, mason, zachary, 16, , st john of g od hospital, camira, 2120, qld, 19300102, 1373543
rec-1270-org, max, burman, 10, minter place, mooresley, nunawading, 7011, nsw, 19940510, 5401824
rec-452-dup-0, judah, jeffries, , condamin e street, tinaroo falls, canterbury, 2162, nsw, 19350906, 6982133
rec-1014-org, michael, laverty, 6, lenehan street, sennocke, suffolk park, 2208, vic, 19631213, 9807797
rec-1492-dup-2, eliza, tiffin, 8, brawn place, , northbridge, 2017, vic, 19131019, 9311089
rec-280-org, , stubbs, 127, jardine street, delmar, greenacre, 3198, vic, 19190221, 5139556
rec-1109-dup-3, harrison, schumann, 24, monaro crescent, donnelly rvr villg, oakleigh, 2281, nsw, 19991013, 9551413
rec-1931-dup-2, aimee, trzconski, 117, jacobs street, blue hills, frankston, 2198, nsw, 19280418, 8941279
rec-187-dup-1, emiily, bullock, 251, ivo whitton circuit, kacwdoo, blackburn north, 3906, nsw, 19470901, 2457694
rec-1314-dup-1, lachlan, hyland, 16, colebatch place, penquiteroad, new lambton heights, 4305, qld, 19340129, 6484656
rec-684-org, ethan, pringle, 2, o'connell street, canberra hse, urana, 5108, tas, 19510914, 6472293
rec-904-dup-1, flynn, cresp, , nambucc a street, rowethorpe, sandy bay, 2768, vic, 19761117, 2624663
rec-1138-dup-1, jaykob, clarke, 75, mileham st reet, kimbreley, daby, 2107, wa, 19000919, 9245272
rec-1280-dup-0, mason, caitlin, 451, oakey creek road, moodnah, newstead, 3035, nsw, 19250317, 2470308
rec-375-dup-1, webb, sam, 5, deamer crescent, belaradah, west lakes shore, 2570, wa, 19880611, 4408444
rec-75-dup-2, samara, willing, , , cool inda, concord, 3765, nsw, 19270204, 1045315
rec-1963-dup-0, jade, browne, 12, noble clse, circle h, avoca, 3180, qld, 19921015, 1314590
rec-1028-dup-0, , , 24, , woorinyan, riverwood, 3749, qld, 19180205, 9341716
rec-992-org, casey, dent, 61, lubuma place, tressing fields, st ives, 5171, vic, 19210430, 8293083
rec-1825-org, william, mcclelland, 45, sparkes close, opal cove resort, bowen mountain, 6100, wa, 19620103, 1937435
rec-373-org, joshua, harbottle, 1, mainwaring rich circuit, uralgurral, belmont, 5098, qld, 19930324, 2785166
rec-1620-dup-2, rosa, prar, 40, nicholson crescent, vill 32, mountf evelyn, 2200, nsw, 19080409, 8467968
rec-901-org, beau, tongyode, 195, dingo flats, tourist park, gray, 3620, vic, 19071010, 8299710
rec-80-dup-0, karla, rump, 39, hilder street, killarney, normanhurst, 3219, wa, 19010414, 4005188
rec-533-org, zachary, owerko, 4, bendigo street, maroubra beach, maclean, 2756, vic, 19470101, 4914201
rec-1620-dup-1, parr, rosa, 40, nicholson crescent, villa 32, mount evelyn, 2200, nsw, 19080409, 8467968
rec-1870-org, shelbey, matthews, 48, learmonth drive, dolphin arcade, sanctuary point, 2289, nsw, 19440419, 3598907
rec-1092-dup-1, lucsa, ryan, 71, walker crescent, brackengrae, belrose, 5024, vic, 19840323, 6371124
rec-849-org, tyler, morrison, 22, captain cook crescent, warraberry, rowville, 6056, qld, 19840630, 1518425
rec-719-org, jassim, pasaricek, 20, carron street, posetto, yunta, 2210, sa, 19861109, 8613365
rec-1720-dup-0, , kiss, 21, pialligo avenue, caravn park, , 2530, vic, 19310218, 3431125
rec-1247-dup-0, webb, xani, 5, len water ss ctreet, willmont park, boweral, 2615, wa, 19911101, 8286026
rec-1662-dup-0, jenna, rodaro, , livingston avenue, st franis room, mooroolbark, 3977, qls, 19830926, 8979554
rec-1850-dup-3, aidan, blackcwell, 2, crosshills, eddy crescent, white patch, 2121, vic, 19980911, 5406026
rec-1543-dup-4, campbell, matthews, 95, derrington crescent, the meajdows, centennial park, 2073, nsw, 19750315, 3771528
rec-1806-org, chloe, lovelock, 52, healy street, wandary hill, springvale south, 2528, act, 19370419, 8539701
rec-426-dup-1, annabdlle, weetra, 4, firbank close, fronda, riverhills, 2025, sa, 19490420, 4285598
rec-1549-org, luke, snelling, 134, postle circuit, white lodge, penrith, 2283, nsw, 19310131, 3695855
rec-1714-org, joel, bishop, 15, mcluckie crescent, allawah flats, branxton, 2340, , 19880214, 5188002
rec-668-dup-3, maddisvn, braithwaite, 15, rosman circuit, , nhill, 7237, nsw, 19080131, 9913172
rec-1957-org, ella, cannell, 18, mainwaring rich circuit, kincumber nautical vlge, asquith, 4075, nsw, 19570915, 2076456
rec-735-org, kelsy, ketelaars, 19, eldershaw place, brindabella specialist centre, burrum heads, 7249, qld, 19200423, 9930712
rec-631-dup-0, marcus, rei, 290, geil s court, cambri vlge, narembjrn, 6020, nsw, 19400624, 3592731
rec-244-dup-0, liam, laing, 7, theodore street, , padstow, 6004, vic, 19391123, 4137134
rec-151-org, sonja, kleve, 28, dallachy place, copely, keon park, 4362, nsw, 19880528, 7042108
rec-1737-org, george, blam, 15, mcdonald street, burnside, mount eliza, 6567, vic, 19730806, 3873535
rec-105-org, joel, ejlak, 61, eppalock street, brentwood vlge, taigum, 2644, nsw, 19351102, 1021508
rec-288-dup-2, natalia, george, 22, glenview, woollum street, morweul, 6056, wa, 19540306, 7746839
rec-382-org, isabella, nguyen, 16, wilshire street, erinsvale, rose bay, 6207, vic, 19760517, 8693348
rec-583-org, meg, fauser, 2, bimbiang crescent, garden creek, labrador, 4034, qld, , 3103165
rec-1797-dup-0, liersch, michael, 29, hallstrom circuit, , northampton, 4405, nsw, 19360816, 8185284
rec-1889-dup-0, danik a, alhabsji, 2, ewing street, oak dale, toowoomba, 2161, vic, 19020325, 2643761
rec-1232-dup-2, connor, rawlings, 70, corin pace, oxford, kuraby, 4216, qld, 19330925, 2464828
rec-1374-org, bailey, dogg, , atherton street, golden lea, orange, 6014, vic, 19470823, 3660677
rec-1126-dup-1, elton, waller, 37, blacket street, , st kilda east, 3221, wq, 19920706, 7876568
rec-281-org, joshua, leppard, 4, murranji street, villa 19, erindale, 6057, vic, 19490620, 2307117
rec-698-dup-1, bradley, bishop, 14, newman morris circuit, shiloah, wickepih, 2711, wa, 19420604, 2961403
rec-1364-dup-3, demie, madigan, , fawkne street, evergreen, bunyip, 6007, sa, 19940729, 5071854
rec-129-org, timothy, ebert, 8, devonport street, mount patrick, somerset, 6105, nsw, 19450222, 4573952
rec-187-dup-4, emiily, bullock, 57, ivo whitto n circuit, kacadoo, blackburn north, 3746, nsw, 19470901, 2457694
rec-600-org, kyle, bizjak, 60, ferrier place, yarrimbah, boyanup, 3074, nsw, 19701103, 5773280
rec-533-dup-2, zachary, owerko, 4, bendigo ttreet, maroubra beach, maclean, 2756, vic, 19470101, 4914201
rec-106-dup-2, mackenzie, nicolle, 16, snowden place, windsor lodge, greenhill, 2152, nsw, 19420118, 2858815
rec-1944-org, izaac, quill, 10, lexcen avenue, lochenfels, redbank plains, 2731, wa, 19600320, 9582347
rec-1600-org, tahlia, vacchiani, 67, newland street, tahmoor, blackbutt, 2304, qld, 19041007, 5476244
rec-1156-dup-2, grossman, tara, 1, denovan circuit, greigs flat, eastern heights, 2560, qld, 19500910, 2324149
rec-943-dup-3, williiam, dowley, 15, terewah circuit, , poolaijelo, 4108, sa, 19230716, 7001131
rec-216-dup-4, olivia, felmingham, 32, anglissp lace, cranbrook, annandale, 2604, nsw, 19860811, 5148092
rec-1959-org, jasmyn, seehusen, 198, alfred hill drive, sun city resort, elwood, 3496, vic, 19440409, 4444319
rec-249-dup-2, joshua, villeiqrs, 273, goyder street, loughmore, adelaide, 2484, vic, 19730628, 9653869
rec-177-dup-0, joshuaz, parr, 36, , corcoran, bungwahl, 2777, vic, 19950525, 7710315
rec-1174-org, benjamin, akkermans, 20, macedon crescent, , regentville, 4507, sa, 19940816, 6687966
rec-286-dup-0, dominic, flockhart, 2, oxley street, clear creek, norhtgate, 3000, wa, 19890621, 5173538
rec-922-dup-0, seamus, nguyen, 98, , chobe, yarraville, 2107, wa, 19960816, 9574103
rec-1073-dup-1, zachary, clarke, 2, port jackson circuit, masonic memorila village, minchinbury, 4470, sa, 19731003, 4301419
rec-1173-org, david, huddy, 40, mina wylie crescent, , thornbury, 3281, qld, 19840327, 3069553
rec-64-org, tyler, statton, 4, paul coe crescent, belgrave arcade, kingston, 3179, vic, 19701224, 9336789
rec-1331-org, benjamin, brock, 25, rossarden street, north road, mosman, 3953, qld, 19601113, 6718212
rec-195-org, kirra, berry, 199, davenport street, bryntirion, rylstone, 4703, wa, 19530221, 1915716
rec-774-org, jade, zimmermann, 33, nepean place, holloway haven, scarborough, 4573, nsw, 19351222, 8890859
rec-924-org, lachlan, mcgregor, , , ocean star villas, eastwood, 2615, nsw, 19051211, 2003775
rec-923-dup-1, carlin, dabinet, 8, holden ipace, park lane estate, southern river, 2730, sa, 19550806, 9757461
rec-261-dup-1, chloy, mcphie, 5, robertson street, langleigh, swanwick, 4262, qld, 19340310, 5324627
rec-67-org, oscar, ferris, 1, shore place, leisure living vlge, hamilton, 3128, nt, 19080521, 3835190
rec-885-dup-3, stella, chandker, 50, ebden street, rosetta village, harbord, 6304, vic, 19741215, 8164610
rec-543-dup-0, flynn, weller, 23, woollum street, allu nga, surreyh ills, 2870, qld, 19700106, 9438862
rec-1750-dup-0, melanie, bourras, 74, inwood place, gorgecreek rchards, hoppers crossing, 2203, nsw, 19971016, 9221934
rec-1366-org, noah, campbell, 9, pryor place, , montagu bay, 4059, vic, 19290211, 5025398
rec-1460-dup-0, benjamin, weller, 33, swanton street, morago, , 7305, nsw, 19540118, 7771880
rec-694-dup-0, de vmga, kayne, 25, canna n crescent, glen rock, rivett, 4020, vic, 19581106, 7272068
rec-197-dup-0, morrison, grace, 66, quinlivan crescent, greengrove, caulfield north, 4120, vic, 19460909, 3999669
rec-604-org, joshua, beadle, 19, williamson street, lignum, orange, 3193, vic, 19570308, 1429771
rec-1742-org, jemma, vincent, 4, bangalay crescent, rivergum van park, wentworth falls, 2572, sa, 19480628, 5700864
rec-1459-org, kaela, webb, 85, mehaffey crescent, palestine, surry hills, 3194, nsw, , 8660997
rec-1528-dup-0, anton, miles, 45, de little c ircuit, hamilton park, cooroy, 4202, vic, 19100212, 9909697
rec-102-dup-1, caleb, challenor, 1, wellingtfn street, kinrossfarm, cronulla, 5109, vic, 19600213, 2694239
rec-879-dup-3, isabella, clarke, 59, gillespie street, flr 5 john flynnkmedical centre, mount victoria, 2147, act, 19950110, 4409764
rec-1448-dup-2, ethan, callahan, 298, meyrickplace, , tarragindi, 3961, nsw, 19901001, 4525246
rec-179-org, imogen, doody, 33, byrnes place, , kilsyth, 2176, tas, 19220807, 7959638
rec-546-dup-2, jack, artis, 49, macfarland crescent, tulla burra, springfield, 4019, vic, 19810320, 5959224
rec-1341-org, liam, grubb, 63, rowell place, argyle, kotara south, 3002, qld, 19660416, 6643838
rec-427-dup-0, madisoen, welller, 11, coplanddrive, , birmingha m gardens, 4350, wa, 19341024, 6281502
rec-824-org, jake, grosser, 3, lexcen avenue, horseshoe bend, bomaderry, 2161, vic, 19670227, 8695287
rec-651-org, riley, george, 2, alice jackson crescent, jewells medical centre, athelstone, 3912, , 19901121, 9927435
rec-61-dup-0, lily, sideris, 16, hallstrom circuit, joro be, surry hills, 6012, nsw, 19150910, 9848730
rec-1886-dup-0, tristan, ca rp, 222, marchant circuit, georgdeale, campbelltown, 2193, nsw, 19281204, 1421166
rec-1904-org, cameron, bishop, 4, chillagoe street, edith hall, numeralla, 6152, sa, 19290325, 8928429
rec-1451-dup-1, coleman, jack, 312, andersom street, , north sydney, 2486, nsw, 19851226, 3498401
rec-1862-org, indyana, stagoll, 13, stockdale street, norfolk park, morwell, 4101, qld, 19951122, 3143553
rec-1277-dup-2, noah, gamlin, 18, canning street, villa 183, mosman, 7202, sa, 19091023, 6692641
rec-1993-dup-0, isabella, whitei, , monaro highway, jarara, beaumaris, 2619, nsw, 19521225, 6048503
rec-749-dup-1, drechsler, samantha, 52, mara place, tower b rockdale, rochedale south, 5495, nsw, 19330422, 8882745
rec-432-dup-3, andrew, gilbertson, 12, anembo street, apt 312 the rock wall, nedlands, 4702, nsw, 19460513, 1862712
rec-99-dup-0, riddell, kirra, 27, rene wtreet, medical centre, burpengary, 2747, qld, 19140824, 2031732
rec-1684-dup-0, holly, stoker, 5, ballumbiw street, chetwyhd, kirrawee, 6009, vic, 19300121, 8123371
rec-757-org, hugh, rusack, 19, biddell place, kolora, carlingford, 4744, nsw, 19970623, 7482555
rec-1953-dup-4, emalcene, ryan, 26, lance hill avenue, cameroo, forest hill, 3070, nsw, 19720615, 5185238
rec-1011-dup-0, sophie, butlock, 6, boolee street, , port fairy, 6076, sa, 19361014, 3859714
rec-100-dup-4, domenique, paterson, 15, merewether pu blic school, lubum aplace, greensborough, 3138, qld, 19160017, 4957843
rec-87-org, alicia, webb, 1215, fisken crescent, , hurlstone park, 2144, qld, 19990527, 9846267
rec-1232-org, connor, rawlings, 70, corin place, oxford, kuraby, 4216, qld, 19330925, 2464828
rec-1173-dup-3, davi d, huddy, 1, mina wylie crescent, arthella, thornbury, 3281, qld, 19840327, 3069553
rec-1642-org, madeline, belling, 14, jackie howe crescent, golambio cottage, picnic point, 4053, nsw, 19600218, 8795054
rec-305-dup-1, aleish, mcelwee, 34, osburn drive, parraweena, condell park, 5237, act, 19440525, 2532051
rec-731-dup-0, samuel, ryan, 512, hilder street, state bank arcade, davistown, 2300, sa, 19830613, 5653742
rec-684-dup-1, ethan, pringle, 2, o'connell street, , urana, 5108, qld, 19510914, 6472293
rec-1403-org, mikaela, white, 4, anzac park, villa 5, blair athol, 4557, vic, 19811017, 4853274
rec-1271-org, jacob, marampon, 39, lowanna street, glenveagh, keysborough, 3806, vic, 19820914, 7380723
rec-944-dup-2, cooper, coxon, 8, downard sstreet, homew ood, laaneocorie, 3128, sa, 19070923, 5430172
rec-1438-dup-0, riley, lodge, 22, chuculba c rescent, yarramine park, lower tempelstowe, 2199, vic, 19580921, 7498288
rec-171-dup-0, sophie, mason, 26, untz1, may mills close, craigomre, 2622, nsw, 19700207, 1317086
rec-1156-org, tara, grossman, 1, denovan circuit, greigs flat, eastern heights, 2560, qld, 19500910, 2324149
rec-1883-dup-0, jonah, nguyen, 8, dalley crescent, , kingaroy, 2607, nsw, 19591019, 9550440
rec-749-dup-2, samatnha, drechsler, 52, mara place, tower b rockdale, rochedale south, 5459, nsw, 19330422, 8882745
rec-559-dup-1, henry, bloomfield, 20, bendigo retirement village, mcdougal lstreet, rosebud, 4563, wa, 19321112, 1646845
rec-1879-org, aloysius, jolly, 14, morehead street, gleneira, scarborough, 4078, qld, 19170308, 2866938
rec-1103-dup-3, indiana, goonan, 4, sparkes close, corinell aglen, carnegie, 3135, nsw, 19610313, 9556041
